email,name,userType,profileDetails,createdAt
"deepak.chatterjee221@hindudu.edu.in","Deepak Chatterjee","Alumni","693518fabd14f512f99e2939","2021-06-08T18:30:00.000Z"
"riya.dhawan456@hindudu.edu.in","Riya Dhawan","Alumni","693518fabd14f512f99e2946","2022-06-18T18:30:00.000Z"
"aadhya.das425@hindudu.edu.in","Aadhya Das","Alumni","693518fabd14f512f99e2951","2022-07-15T18:30:00.000Z"
"akash.mishra340@hindudu.edu.in","Akash Mishra","Alumni","693518fabd14f512f99e2960","2023-06-22T18:30:00.000Z"
"vikram.kulkarni330@hindudu.edu.in","Vikram Kulkarni","Alumni","693518fabd14f512f99e296c","2023-02-16T18:30:00.000Z"
"rajesh.kumar619@hindudu.edu.in","Rajesh Kumar","Alumni","693518fabd14f512f99e297b","2022-09-24T18:30:00.000Z"
"riya.srivastava297@hindudu.edu.in","Riya Srivastava","Alumni","693518fabd14f512f99e2989","2020-10-08T18:30:00.000Z"
"nikhil.das640@hindudu.edu.in","Nikhil Das","Alumni","693518fbbd14f512f99e2998","2023-03-05T18:30:00.000Z"
"vivaan.srivastava589@hindudu.edu.in","Vivaan Srivastava","Alumni","693518fbbd14f512f99e29a7","2022-05-03T18:30:00.000Z"
"mahi.singh737@hindudu.edu.in","Mahi Singh","Alumni","693518fbbd14f512f99e29b4","2020-04-09T18:30:00.000Z"
"kabir.jain826@hindudu.edu.in","Kabir Jain","Alumni","693518fbbd14f512f99e29c3","2020-12-16T18:30:00.000Z"
"aanya.kulkarni77@hindudu.edu.in","Aanya Kulkarni","Alumni","693518fbbd14f512f99e29d3","2022-08-15T18:30:00.000Z"
"venkat.pillai664@hindudu.edu.in","Venkat Pillai","Alumni","693518fbbd14f512f99e29e3","2020-01-13T18:30:00.000Z"
"mohit.pandey931@hindudu.edu.in","Mohit Pandey","Alumni","693518fcbd14f512f99e29f2","2019-09-08T18:30:00.000Z"
"arun.mishra688@hindudu.edu.in","Arun Mishra","Alumni","693518fcbd14f512f99e29fe","2019-02-16T18:30:00.000Z"
"venkat.chopra858@hindudu.edu.in","Venkat Chopra","Alumni","693518fcbd14f512f99e2a0b","2023-10-12T18:30:00.000Z"
"vivaan.patil467@hindudu.edu.in","Vivaan Patil","Alumni","693518fcbd14f512f99e2a16","2022-08-31T18:30:00.000Z"
"amit.dhawan159@hindudu.edu.in","Amit Dhawan","Alumni","693518fcbd14f512f99e2a23","2023-10-16T18:30:00.000Z"
"venkat.kapoor902@hindudu.edu.in","Venkat Kapoor","Alumni","693518fcbd14f512f99e2a2f","2019-07-13T18:30:00.000Z"
"darsh.reddy395@hindudu.edu.in","Darsh Reddy","Alumni","693518fcbd14f512f99e2a3f","2020-11-15T18:30:00.000Z"
"amit.shukla610@hindudu.edu.in","Amit Shukla","Alumni","693518fcbd14f512f99e2a4f","2020-12-04T18:30:00.000Z"
"arjun.chauhan502@hindudu.edu.in","Arjun Chauhan","Alumni","693518fcbd14f512f99e2a5a","2023-01-23T18:30:00.000Z"
"neha.chatterjee124@hindudu.edu.in","Neha Chatterjee","Alumni","693518fdbd14f512f99e2a6a","2019-01-04T18:30:00.000Z"
"manoj.verma403@hindudu.edu.in","Manoj Verma","Alumni","693518fdbd14f512f99e2a76","2020-02-22T18:30:00.000Z"
"kajal.tiwari740@hindudu.edu.in","Kajal Tiwari","Alumni","693518fdbd14f512f99e2a82","2023-06-14T18:30:00.000Z"
"diya.agarwal293@hindudu.edu.in","Diya Agarwal","Alumni","693518fdbd14f512f99e2a8f","2023-12-09T18:30:00.000Z"
"asha.menon867@hindudu.edu.in","Asha Menon","Alumni","693518fdbd14f512f99e2a9f","2022-06-23T18:30:00.000Z"
"tarun.khanna461@hindudu.edu.in","Tarun Khanna","Alumni","693518fdbd14f512f99e2aaf","2023-10-26T18:30:00.000Z"
"atharva.bose699@hindudu.edu.in","Atharva Bose","Alumni","693518fdbd14f512f99e2abe","2019-01-02T18:30:00.000Z"
"shanaya.yadav822@hindudu.edu.in","Shanaya Yadav","Alumni","693518febd14f512f99e2ace","2023-02-13T18:30:00.000Z"
"meera.mukherjee886@hindudu.edu.in","Meera Mukherjee","Alumni","693518febd14f512f99e2add","2019-09-25T18:30:00.000Z"
"nisha.mehra240@hindudu.edu.in","Nisha Mehra","Alumni","693518febd14f512f99e2ae9","2020-11-25T18:30:00.000Z"
"aarush.mukherjee505@hindudu.edu.in","Aarush Mukherjee","Alumni","693518febd14f512f99e2af5","2020-04-08T18:30:00.000Z"
"diya.chatterjee287@hindudu.edu.in","Diya Chatterjee","Alumni","693518febd14f512f99e2b02","2020-01-09T18:30:00.000Z"
"rohan.khanna97@hindudu.edu.in","Rohan Khanna","Alumni","693518febd14f512f99e2b0c","2020-06-09T18:30:00.000Z"
"amit.verma213@hindudu.edu.in","Amit Verma","Alumni","693518febd14f512f99e2b18","2023-02-11T18:30:00.000Z"
"rohan.ghosh454@hindudu.edu.in","Rohan Ghosh","Alumni","693518febd14f512f99e2b23","2020-03-07T18:30:00.000Z"
"advait.rao981@hindudu.edu.in","Advait Rao","Alumni","693518febd14f512f99e2b33","2019-08-25T18:30:00.000Z"
"arjun.arora881@hindudu.edu.in","Arjun Arora","Alumni","693518febd14f512f99e2b3e","2023-04-16T18:30:00.000Z"
"prasad.bajaj881@hindudu.edu.in","Prasad Bajaj","Alumni","693518ffbd14f512f99e2b4e","2022-12-06T18:30:00.000Z"
"zara.deshmukh889@hindudu.edu.in","Zara Deshmukh","Alumni","693518ffbd14f512f99e2b5b","2019-06-18T18:30:00.000Z"
"suresh.jain985@hindudu.edu.in","Suresh Jain","Alumni","693518ffbd14f512f99e2b66","2019-11-20T18:30:00.000Z"
"vihaan.bose89@hindudu.edu.in","Vihaan Bose","Alumni","693518ffbd14f512f99e2b71","2021-01-02T18:30:00.000Z"
"pihu.bajaj835@hindudu.edu.in","Pihu Bajaj","Alumni","693518ffbd14f512f99e2b7b","2021-11-18T18:30:00.000Z"
"manoj.das495@hindudu.edu.in","Manoj Das","Alumni","693518ffbd14f512f99e2b88","2023-04-25T18:30:00.000Z"
"ananya.nair931@hindudu.edu.in","Ananya Nair","Alumni","693518ffbd14f512f99e2b97","2020-12-21T18:30:00.000Z"
"reyansh.menon559@hindudu.edu.in","Reyansh Menon","Alumni","693518ffbd14f512f99e2ba4","2022-09-04T18:30:00.000Z"
"tarun.bose124@hindudu.edu.in","Tarun Bose","Student","6935190cbd14f512f99e2d90","2023-07-26T18:30:00.000Z"
"deepak.chauhan871@hindudu.edu.in","Deepak Chauhan","Student","6935190cbd14f512f99e2d93","2021-09-23T18:30:00.000Z"
"mohit.agarwal129@hindudu.edu.in","Mohit Agarwal","Student","6935190cbd14f512f99e2d96","2023-08-14T18:30:00.000Z"
"dhruv.patel327@hindudu.edu.in","Dhruv Patel","Student","6935190cbd14f512f99e2d99","2022-08-13T18:30:00.000Z"
"sneha.kulkarni829@hindudu.edu.in","Sneha Kulkarni","Student","6935190cbd14f512f99e2d9c","2022-08-12T18:30:00.000Z"
"myra.arora163@hindudu.edu.in","Myra Arora","Student","6935190cbd14f512f99e2d9f","2021-09-07T18:30:00.000Z"
"riya.yadav130@hindudu.edu.in","Riya Yadav","Student","6935190dbd14f512f99e2da2","2024-07-26T18:30:00.000Z"
"mohit.kumar787@hindudu.edu.in","Mohit Kumar","Student","6935190dbd14f512f99e2da5","2024-09-12T18:30:00.000Z"
"padma.sharma170@hindudu.edu.in","Padma Sharma","Student","6935190dbd14f512f99e2da8","2024-08-05T18:30:00.000Z"
"aarush.chauhan118@hindudu.edu.in","Aarush Chauhan","Student","6935190dbd14f512f99e2dab","2024-09-17T18:30:00.000Z"
"suresh.iyer987@hindudu.edu.in","Suresh Iyer","Student","6935190dbd14f512f99e2dae","2022-08-14T18:30:00.000Z"
"kian.verma354@hindudu.edu.in","Kian Verma","Student","6935190dbd14f512f99e2db1","2021-07-11T18:30:00.000Z"
"rahul.nair414@hindudu.edu.in","Rahul Nair","Student","6935190dbd14f512f99e2db4","2021-07-20T18:30:00.000Z"
"atharva.sharma731@hindudu.edu.in","Atharva Sharma","Student","6935190dbd14f512f99e2db7","2024-08-24T18:30:00.000Z"
"prasad.arora747@hindudu.edu.in","Prasad Arora","Student","6935190dbd14f512f99e2dba","2023-07-07T18:30:00.000Z"
"aishwarya.jain119@hindudu.edu.in","Aishwarya Jain","Student","6935190dbd14f512f99e2dbd","2024-07-24T18:30:00.000Z"
"sara.pawar818@hindudu.edu.in","Sara Pawar","Student","6935190dbd14f512f99e2dc0","2024-08-23T18:30:00.000Z"
"asha.deshmukh127@hindudu.edu.in","Asha Deshmukh","Student","6935190dbd14f512f99e2dc3","2023-08-26T18:30:00.000Z"
"arun.pillai606@hindudu.edu.in","Arun Pillai","Student","6935190dbd14f512f99e2dc6","2023-07-12T18:30:00.000Z"
"meera.patel471@hindudu.edu.in","Meera Patel","Student","6935190ebd14f512f99e2dc9","2022-08-19T18:30:00.000Z"
"diya.yadav135@hindudu.edu.in","Diya Yadav","Student","6935190ebd14f512f99e2dcc","2021-09-19T18:30:00.000Z"
"advait.mishra258@hindudu.edu.in","Advait Mishra","Student","6935190ebd14f512f99e2dcf","2024-09-25T18:30:00.000Z"
"karthik.sharma387@hindudu.edu.in","Karthik Sharma","Student","6935190ebd14f512f99e2dd2","2023-07-22T18:30:00.000Z"
"kavya.kulkarni999@hindudu.edu.in","Kavya Kulkarni","Student","6935190ebd14f512f99e2dd5","2024-07-21T18:30:00.000Z"
"pradeep.banerjee901@hindudu.edu.in","Pradeep Banerjee","Student","6935190ebd14f512f99e2dd8","2023-08-06T18:30:00.000Z"
"darsh.bajaj479@hindudu.edu.in","Darsh Bajaj","Student","6935190ebd14f512f99e2ddb","2022-07-24T18:30:00.000Z"
"vivaan.kulkarni88@hindudu.edu.in","Vivaan Kulkarni","Student","6935190ebd14f512f99e2dde","2024-08-19T18:30:00.000Z"
"kabir.joshi145@hindudu.edu.in","Kabir Joshi","Student","6935190ebd14f512f99e2de1","2022-09-26T18:30:00.000Z"
"arjun.sen399@hindudu.edu.in","Arjun Sen","Student","6935190ebd14f512f99e2de4","2024-07-31T18:30:00.000Z"
"rahul.pandey922@hindudu.edu.in","Rahul Pandey","Student","6935190ebd14f512f99e2de7","2024-08-27T18:30:00.000Z"
"bhavya.deshpande399@hindudu.edu.in","Bhavya Deshpande","Student","6935190ebd14f512f99e2dea","2023-07-31T18:30:00.000Z"
"diya.chatterjee694@hindudu.edu.in","Diya Chatterjee","Student","6935190ebd14f512f99e2ded","2024-09-22T18:30:00.000Z"
"krishna.goel771@hindudu.edu.in","Krishna Goel","Student","6935190ebd14f512f99e2df0","2023-09-27T18:30:00.000Z"
"nisha.sharma84@hindudu.edu.in","Nisha Sharma","Student","6935190fbd14f512f99e2df3","2024-08-14T18:30:00.000Z"
"ira.bajaj511@hindudu.edu.in","Ira Bajaj","Student","6935190fbd14f512f99e2df6","2022-07-31T18:30:00.000Z"
"tanya.bhatia717@hindudu.edu.in","Tanya Bhatia","Student","6935190fbd14f512f99e2df9","2022-09-03T18:30:00.000Z"
"kavya.patil33@hindudu.edu.in","Kavya Patil","Student","6935190fbd14f512f99e2dfc","2024-08-14T18:30:00.000Z"
"harish.kapoor734@hindudu.edu.in","Harish Kapoor","Student","6935190fbd14f512f99e2dff","2024-07-15T18:30:00.000Z"
"sahil.bose266@hindudu.edu.in","Sahil Bose","Student","6935190fbd14f512f99e2e02","2024-07-22T18:30:00.000Z"
"advait.iyer939@hindudu.edu.in","Advait Iyer","Student","6935190fbd14f512f99e2e05","2023-06-30T18:30:00.000Z"
